#twotheta, yobs, ycal, bkg, diff
1.166000e+001,4.400000e+001,5.297227e+001,3.767163e+001,-8.972266e+000
1.168000e+001,5.600000e+001,5.337629e+001,3.792277e+001,2.623715e+000
1.170000e+001,5.400000e+001,5.378483e+001,3.817577e+001,2.151726e-001
1.172000e+001,6.000000e+001,5.419793e+001,3.843061e+001,5.802073e+000
1.174000e+001,6.100000e+001,5.461562e+001,3.868726e+001,6.384378e+000
1.176000e+001,5.700000e+001,5.503795e+001,3.894570e+001,1.962052e+000
1.178000e+001,5.900000e+001,5.546495e+001,3.920589e+001,3.535053e+000
1.180000e+001,5.000000e+001,5.589666e+001,3.946782e+001,-5.896659e+000
1.182000e+001,4.700000e+001,5.633313e+001,3.973145e+001,-9.333129e+000
1.184000e+001,5.200000e+001,5.677440e+001,3.999676e+001,-4.774402e+000
1.186000e+001,6.400000e+001,5.722053e+001,4.026372e+001,6.779475e+000
1.188000e+001,5.000000e+001,5.767155e+001,4.053231e+001,-7.671549e+000
1.190000e+001,4.800000e+001,5.812752e+001,4.080251e+001,-1.012752e+001
1.192000e+001,6.000000e+001,5.858851e+001,4.107427e+001,1.411495e+000
1.194000e+001,6.200000e+001,5.905455e+001,4.134759e+001,2.945451e+000
1.196000e+001,5.400000e+001,5.952571e+001,4.162242e+001,-5.525714e+000
1.198000e+001,5.600000e+001,6.000206e+001,4.189876e+001,-4.002062e+000
1.200000e+001,6.000000e+001,6.048366e+001,4.217656e+001,-4.836561e-001
1.202000e+001,6.300000e+001,6.097056e+001,4.245580e+001,2.029436e+000
1.204000e+001,6.100000e+001,6.146286e+001,4.273646e+001,-4.628553e-001
1.206000e+001,6.700000e+001,6.196060e+001,4.301851e+001,5.039396e+000
1.208000e+001,6.500000e+001,6.246388e+001,4.330193e+001,2.536117e+000
1.210000e+001,5.700000e+001,6.297277e+001,4.358668e+001,-5.972775e+000
1.212000e+001,5.500000e+001,6.348736e+001,4.387275e+001,-8.487359e+000
1.214000e+001,6.100000e+001,6.400772e+001,4.416010e+001,-3.007723e+000
1.216000e+001,6.100000e+001,6.453396e+001,4.444871e+001,-3.533957e+000
1.218000e+001,6.200000e+001,6.506616e+001,4.473855e+001,-3.066156e+000
1.220000e+001,6.900000e+001,6.560442e+001,4.502960e+001,3.395583e+000
1.222000e+001,7.300000e+001,6.614884e+001,4.532182e+001,6.851157e+000
1.224000e+001,6.900000e+001,6.669954e+001,4.561521e+001,2.300456e+000
1.226000e+001,6.300000e+001,6.725663e+001,4.590971e+001,-4.256632e+000
1.228000e+001,7.800000e+001,6.782023e+001,4.620533e+001,1.017977e+001
1.230000e+001,8.400000e+001,6.839045e+001,4.650201e+001,1.560955e+001
1.232000e+001,7.000000e+001,6.896745e+001,4.679974e+001,1.032552e+000
1.234000e+001,5.800000e+001,6.955135e+001,4.709850e+001,-1.155135e+001
1.236000e+001,6.200000e+001,7.014231e+001,4.739825e+001,-8.142312e+000
1.238000e+001,6.900000e+001,7.074049e+001,4.769898e+001,-1.740495e+000
1.240000e+001,6.500000e+001,7.134607e+001,4.800064e+001,-6.346075e+000
1.242000e+001,7.000000e+001,7.195924e+001,4.830323e+001,-1.959242e+000
1.244000e+001,7.000000e+001,7.258021e+001,4.860670e+001,-2.580208e+000
1.246000e+001,7.400000e+001,7.320920e+001,4.891104e+001,7.907972e-001
1.248000e+001,8.200000e+001,7.384649e+001,4.921621e+001,8.153513e+000
1.250000e+001,7.900000e+001,7.449236e+001,4.952220e+001,4.507645e+000
1.252000e+001,7.100000e+001,7.514714e+001,4.982898e+001,-4.147143e+000
1.254000e+001,7.900000e+001,7.581124e+001,5.013651e+001,3.188761e+000
1.256000e+001,7.400000e+001,7.648510e+001,5.044478e+001,-2.485097e+000
1.258000e+001,7.600000e+001,7.716925e+001,5.075375e+001,-1.169250e+000
1.260000e+001,8.100000e+001,7.786433e+001,5.106341e+001,3.135667e+000
1.262000e+001,7.800000e+001,7.857111e+001,5.137372e+001,-5.711063e-001
1.264000e+001,7.600000e+001,7.929048e+001,5.168465e+001,-3.290482e+000
1.266000e+001,9.000000e+001,8.002357e+001,5.199619e+001,9.976435e+000
1.268000e+001,9.100000e+001,8.077169e+001,5.230831e+001,1.022831e+001
1.270000e+001,7.600000e+001,8.153649e+001,5.262097e+001,-5.536495e+000
1.272000e+001,7.000000e+001,8.231994e+001,5.293416e+001,-1.231994e+001
1.274000e+001,7.600000e+001,8.312445e+001,5.324784e+001,-7.124450e+000
1.276000e+001,7.400000e+001,8.395293e+001,5.356199e+001,-9.952930e+000
1.278000e+001,8.900000e+001,8.480893e+001,5.387659e+001,4.191069e+000
1.280000e+001,1.000000e+002,8.569674e+001,5.419160e+001,1.430326e+001
1.282000e+001,1.050000e+002,8.662154e+001,5.450701e+001,1.837846e+001
1.284000e+001,9.200000e+001,8.758954e+001,5.482278e+001,4.410458e+000
1.286000e+001,8.700000e+001,8.860822e+001,5.513889e+001,-1.608223e+000
1.288000e+001,9.200000e+001,8.968649e+001,5.545531e+001,2.313512e+000
1.290000e+001,9.900000e+001,9.083493e+001,5.577202e+001,8.165074e+000
1.292000e+001,1.010000e+002,9.206607e+001,5.608899e+001,8.933934e+000
1.294000e+001,9.600000e+001,9.339630e+001,5.640619e+001,2.603696e+000
1.296000e+001,1.050000e+002,9.483964e+001,5.672360e+001,1.016036e+001
1.298000e+001,1.020000e+002,9.641784e+001,5.704119e+001,5.582159e+000
1.300000e+001,1.060000e+002,9.815426e+001,5.735894e+001,7.845743e+000
1.302000e+001,1.230000e+002,1.000766e+002,5.767681e+001,2.292340e+001
1.304000e+001,1.190000e+002,1.022140e+002,5.799479e+001,1.678595e+001
1.306000e+001,1.290000e+002,1.046025e+002,5.831284e+001,2.439750e+001
1.308000e+001,1.300000e+002,1.072817e+002,5.863094e+001,2.271835e+001
1.310000e+001,1.190000e+002,1.102961e+002,5.894906e+001,8.703872e+000
1.312000e+001,1.360000e+002,1.136958e+002,5.926719e+001,2.230425e+001
1.314000e+001,1.460000e+002,1.175358e+002,5.958528e+001,2.846424e+001
1.316000e+001,1.460000e+002,1.218769e+002,5.990332e+001,2.412308e+001
1.318000e+001,1.480000e+002,1.267856e+002,6.022127e+001,2.121438e+001
1.320000e+001,1.480000e+002,1.323337e+002,6.053912e+001,1.566628e+001
1.322000e+001,1.490000e+002,1.385984e+002,6.085683e+001,1.040158e+001
1.324000e+001,1.710000e+002,1.456618e+002,6.117438e+001,2.533820e+001
1.326000e+001,1.850000e+002,1.536104e+002,6.149175e+001,3.138964e+001
1.328000e+001,2.040000e+002,1.625342e+002,6.180890e+001,4.146579e+001
1.330000e+001,1.870000e+002,1.725261e+002,6.212581e+001,1.447386e+001
1.332000e+001,2.010000e+002,1.836805e+002,6.244246e+001,1.731955e+001
1.334000e+001,2.260000e+002,1.960916e+002,6.275881e+001,2.990845e+001
1.336000e+001,2.190000e+002,2.098523e+002,6.307485e+001,9.147687e+000
1.338000e+001,2.350000e+002,2.250522e+002,6.339054e+001,9.947766e+000
1.340000e+001,2.490000e+002,2.417754e+002,6.370586e+001,7.224607e+000
1.342000e+001,2.660000e+002,2.600982e+002,6.402078e+001,5.901796e+000
1.344000e+001,2.950000e+002,2.800870e+002,6.433528e+001,1.491296e+001
1.346000e+001,2.970000e+002,3.017957e+002,6.464933e+001,-4.795735e+000
1.348000e+001,3.280000e+002,3.252630e+002,6.496291e+001,2.736962e+000
1.350000e+001,3.740000e+002,3.505101e+002,6.527598e+001,2.348995e+001
1.352000e+001,3.720000e+002,3.775378e+002,6.558852e+001,-5.537753e+000
1.354000e+001,3.720000e+002,4.063246e+002,6.590050e+001,-3.432461e+001
1.356000e+001,4.130000e+002,4.368244e+002,6.621191e+001,-2.382445e+001
1.358000e+001,4.420000e+002,4.689646e+002,6.652271e+001,-2.696455e+001
1.360000e+001,4.620000e+002,5.026442e+002,6.683287e+001,-4.064415e+001
1.362000e+001,5.090000e+002,5.377333e+002,6.714238e+001,-2.873328e+001
